pair,final_energy,energy_drop,receptor,ligand
5-HT1B_1cP-AL-LAD,-48286.27417755127,125284.10132598877,5-HT1B,1cP-AL-LAD
5-HT1B_1cP-LSD,-48147.46813583374,89471.35627365112,5-HT1B,1cP-LSD
5-HT1B_1cP-MiPLA,-48247.64670562744,105126.49639129639,5-HT1B,1cP-MiPLA
"5-HT1B_2,5-DMA",-48198.53817367554,136697.9596977234,5-HT1B,"2,5-DMA"
5-HT1B_2-Aminoindane,-47793.220710754395,113474.83476257324,5-HT1B,2-Aminoindane
5-HT1B_2-FA,-48228.902572631836,121666.60842895508,5-HT1B,2-FA
5-HT1B_2-FEA,-48185.61184310913,130141.78135299683,5-HT1B,2-FEA
5-HT1B_2-FMA,-48188.30966949463,124271.32649230957,5-HT1B,2-FMA
5-HT1B_2-Fluorodeschloroketamine,-48213.329135894775,106390.76340866089,5-HT1B,2-Fluorodeschloroketamine
5-HT1B_25B-NBOH,-48107.33131790161,101244.59104537964,5-HT1B,25B-NBOH
5-HT1B_25B-NBOMe,-48124.005334854126,101510.80107307434,5-HT1B,25B-NBOMe
5-HT1B_25C-NBOH,-48226.63694381714,103925.8722038269,5-HT1B,25C-NBOH
5-HT1B_25C-NBOMe,-48234.67109870911,117273.82224464417,5-HT1B,25C-NBOMe
5-HT1B_25D-NBOMe,-48244.04393386841,102003.0417060852,5-HT1B,25D-NBOMe
5-HT1B_25E-NBOH,-48168.50954437256,111406.4218673706,5-HT1B,25E-NBOH
5-HT1B_25I-NBOH,-48290.25576210022,104141.00685310364,5-HT1B,25I-NBOH
5-HT1B_25I-NBOMe,-48242.691244125366,112593.89999961853,5-HT1B,25I-NBOMe
5-HT1B_25N-NBOMe,-47655.448612213135,102983.21090698242,5-HT1B,25N-NBOMe
5-HT1B_2C-B,-48199.19211959839,121403.34949111938,5-HT1B,2C-B
5-HT1B_2C-B-FLY,-48179.142499923706,135360.32327079773,5-HT1B,2C-B-FLY
5-HT1B_2C-C,-48326.62558364868,116348.7039527893,5-HT1B,2C-C
5-HT1B_2C-D,-48234.567750930786,121655.1755619049,5-HT1B,2C-D
5-HT1B_2C-E,-48203.703311920166,121516.92995071411,5-HT1B,2C-E
5-HT1B_2C-H,-48322.28218841553,124924.38479995728,5-HT1B,2C-H
5-HT1B_2C-I,-48264.581398010254,140466.32527923584,5-HT1B,2C-I
5-HT1B_2C-P,-48217.97518539429,109881.16733932495,5-HT1B,2C-P
5-HT1B_2C-T,-48212.22208213806,151333.12483024597,5-HT1B,2C-T
5-HT1B_2C-T-2,-48050.808532714844,118573.0528640747,5-HT1B,2C-T-2
5-HT1B_2C-T-21,-48141.0628490448,113510.50929069519,5-HT1B,2C-T-21
5-HT1B_2C-T-7,-48139.59028625488,107178.17221832275,5-HT1B,2C-T-7
5-HT1B_2M2B,-48024.74412536621,130628.1953125,5-HT1B,2M2B
"5-HT1B_3,4-CTMP",-48134.50351142883,121721.81496620178,5-HT1B,"3,4-CTMP"
5-HT1B_3-FA,-48051.78888320923,112431.79767990112,5-HT1B,3-FA
5-HT1B_3-FEA,-48057.530126571655,108406.30997276306,5-HT1B,3-FEA
5-HT1B_3-FMA,-48201.33324050903,142225.99703598022,5-HT1B,3-FMA
5-HT1B_3-FPM,-48195.00278091431,123703.47102737427,5-HT1B,3-FPM
5-HT1B_3-HO-PCE,-48093.93907165527,98428.67882537842,5-HT1B,3-HO-PCE
5-HT1B_3-HO-PCP,-48133.15228557587,94081.24797344208,5-HT1B,3-HO-PCP
5-HT1B_3-MMC,-47637.75255775452,105566.26333808899,5-HT1B,3-MMC
5-HT1B_3-MeO-PCE,-47625.13024139404,98922.74811553955,5-HT1B,3-MeO-PCE
5-HT1B_3-MeO-PCMo,-48213.4946269989,101709.61496162415,5-HT1B,3-MeO-PCMo
5-HT1B_3-MeO-PCP,-48227.571504592896,104885.08117103577,5-HT1B,3-MeO-PCP
5-HT1B_3C-E,-48179.3021030426,117217.66339302063,5-HT1B,3C-E
5-HT1B_3C-P,-47637.239318847656,102636.7373123169,5-HT1B,3C-P
5-HT1B_4-AcO-DET,-47670.6047039032,92366.73084831238,5-HT1B,4-AcO-DET
5-HT1B_4-AcO-DMT,-48185.58419799805,126250.98944854736,5-HT1B,4-AcO-DMT
5-HT1B_4-AcO-DiPT,-48210.423667907715,94068.70586395264,5-HT1B,4-AcO-DiPT
5-HT1B_4-AcO-MET,-48233.05368232727,89257.61821937561,5-HT1B,4-AcO-MET
5-HT1B_4-AcO-MiPT,-48130.73435974121,108216.59140777588,5-HT1B,4-AcO-MiPT
5-HT1B_4-FA,-48294.55416679382,102583.71652793884,5-HT1B,4-FA
5-HT1B_4-FMA,-48144.90988922119,109828.56156158447,5-HT1B,4-FMA
5-HT1B_4-HO-DET,-48089.65843582153,111819.39142227173,5-HT1B,4-HO-DET
5-HT1B_4-HO-DPT,-48064.64028549194,106604.57355880737,5-HT1B,4-HO-DPT
5-HT1B_4-HO-DiPT,-48123.884017944336,107370.99753570557,5-HT1B,4-HO-DiPT
5-HT1B_4-HO-EPT,-48190.59428215027,99424.15415763855,5-HT1B,4-HO-EPT
5-HT1B_4-HO-MET,-48205.15161514282,100747.32372665405,5-HT1B,4-HO-MET
5-HT1B_4-HO-MPT,-48152.90892982483,98770.49566841125,5-HT1B,4-HO-MPT
5-HT1B_4-HO-MiPT,-48125.42827606201,100541.42182159424,5-HT1B,4-HO-MiPT
5-HT1B_4-MeO-PCP,-48180.808612823486,106456.84928512573,5-HT1B,4-MeO-PCP
5-HT1B_4F-EPH,-48083.5396156311,106121.25442123413,5-HT1B,4F-EPH
5-HT1B_4F-MPH,-48076.252363204956,129510.8382396698,5-HT1B,4F-MPH
"5-HT1B_5,6-MDO-DMT",-48216.27114868164,99629.90888214111,5-HT1B,"5,6-MDO-DMT"
5-HT1B_5-APB,-48183.82032585144,151838.07277488708,5-HT1B,5-APB
5-HT1B_5-Hydroxytryptophan,-48111.508180618286,111964.76281166077,5-HT1B,5-Hydroxytryptophan
5-HT1B_5-MAPB,-48242.159830093384,124567.55331611633,5-HT1B,5-MAPB
5-HT1B_5-MeO-DALT,-48324.34397125244,86054.60095596313,5-HT1B,5-MeO-DALT
5-HT1B_5-MeO-DMT,-48206.45983695984,122535.4047908783,5-HT1B,5-MeO-DMT
5-HT1B_5-MeO-DiBF,-48217.94561004639,106638.85011291504,5-HT1B,5-MeO-DiBF
5-HT1B_5-MeO-DiPT,-47958.51564025879,101092.81580352783,5-HT1B,5-MeO-DiPT
5-HT1B_5-MeO-MiPT,-48089.39367675781,96561.2653503418,5-HT1B,5-MeO-MiPT
5-HT1B_5F-AKB48,-48161.44954204559,105613.74531078339,5-HT1B,5F-AKB48
5-HT1B_5F-PB-22,-48153.47482204437,94718.99816036224,5-HT1B,5F-PB-22
5-HT1B_6-APB,-48222.314453125,129198.18002319336,5-HT1B,6-APB
5-HT1B_6-APDB,-48199.91488647461,124660.59439086914,5-HT1B,6-APDB
5-HT1B_8-Chlorotheophylline,-48090.2335357666,170985.01941680908,5-HT1B,8-Chlorotheophylline
5-HT1B_A-PHP,-48046.30980682373,102043.86920928955,5-HT1B,A-PHP
5-HT1B_A-PVP,-47721.99419403076,109362.38037872314,5-HT1B,A-PVP
5-HT1B_AB-FUBINACA,-47993.26119995117,87342.40603637695,5-HT1B,AB-FUBINACA
5-HT1B_AL-LAD,-48141.06994628906,110861.9501953125,5-HT1B,AL-LAD
5-HT1B_ALD-52,-48159.40934753418,92587.25160980225,5-HT1B,ALD-52
5-HT1B_APICA,-48224.408699035645,79506.73017120361,5-HT1B,APICA
5-HT1B_Acetylcholine,-48063.65594291687,118059.69796562195,5-HT1B,Acetylcholine
5-HT1B_Acetylfentanyl,-48211.22832298279,96225.34607505798,5-HT1B,Acetylfentanyl
5-HT1B_Adrafinil,-48119.00640106201,95658.07420349121,5-HT1B,Adrafinil
5-HT1B_Adrenaline,-48258.28324127197,102888.59997558594,5-HT1B,Adrenaline
5-HT1B_Alcohol,-48284.727767944336,59451.703117370605,5-HT1B,Alcohol
5-HT1B_Allylescaline,-48137.565086364746,111619.31812286377,5-HT1B,Allylescaline
5-HT1B_Alpha-MT,-48279.07168960571,72678.76874160767,5-HT1B,Alpha-MT
5-HT1B_Alprazolam,-48213.14575386047,91897.49440956116,5-HT1B,Alprazolam
5-HT1B_Amanita_muscaria,-48164.56765174866,130163.6186580658,5-HT1B,Amanita_muscaria
5-HT1B_Amphetamine,-48135.04085731506,108058.86087226868,5-HT1B,Amphetamine
5-HT1B_Anadenanthera_peregrina,-48127.25444030762,111791.19720458984,5-HT1B,Anadenanthera_peregrina
5-HT1B_Argyreia_nervosa,-48246.03589630127,129509.32228851318,5-HT1B,Argyreia_nervosa
5-HT1B_Armodafinil,-48184.18112754822,94614.98521995544,5-HT1B,Armodafinil
5-HT1B_Ayahuasca,-48171.35659408569,113535.76798629761,5-HT1B,Ayahuasca
5-HT1B_Baclofen,-48226.29357147217,130121.92316436768,5-HT1B,Baclofen
5-HT1B_Baeocystin,-48110.72782707214,89791.8043346405,5-HT1B,Baeocystin
5-HT1B_Banisteriopsis_caapi,-48209.85715866089,136850.9487876892,5-HT1B,Banisteriopsis_caapi
5-HT1B_Benzydamine,-48138.52460861206,109033.79883956909,5-HT1B,Benzydamine
5-HT1B_Beta-Carboline,-48288.22880554199,132938.56297302246,5-HT1B,Beta-Carboline
5-HT1B_Bk-2C-B,-48272.50757598877,62279.38422393799,5-HT1B,Bk-2C-B
5-HT1B_Bromantane,-48101.13179588318,96102.66130638123,5-HT1B,Bromantane
5-HT1B_Bromazepam,-48058.004373550415,102258.2107181549,5-HT1B,Bromazepam
5-HT1B_Bromo-DragonFLY,-48200.66307067871,118228.23035430908,5-HT1B,Bromo-DragonFLY
5-HT1B_Bufotenin,-48145.95145225525,100425.13067436218,5-HT1B,Bufotenin
5-HT1B_Buprenorphine,-47694.124517440796,79954.81358146667,5-HT1B,Buprenorphine
5-HT1B_Butylone,-48029.70414543152,131137.75111961365,5-HT1B,Butylone
5-HT1B_Caffeine,-48145.37893486023,132559.48423576355,5-HT1B,Caffeine
5-HT1B_Cannabidiol,-48077.744859695435,79723.34236335754,5-HT1B,Cannabidiol
5-HT1B_Cannabis,-48051.14027404785,105797.97680664062,5-HT1B,Cannabis
5-HT1B_Carisoprodol,-48113.872146606445,128933.04879760742,5-HT1B,Carisoprodol
5-HT1B_Cathinone,-48044.90637397766,134454.28636360168,5-HT1B,Cathinone
5-HT1B_Changa,-48007.107498168945,116127.0729675293,5-HT1B,Changa
5-HT1B_Choline_bitartrate,-48111.20354652405,104413.16438484192,5-HT1B,Choline_bitartrate
5-HT1B_Citicoline,-48153.38508224487,88075.4693031311,5-HT1B,Citicoline
5-HT1B_Clonazepam,-47904.31756019592,103618.81781196594,5-HT1B,Clonazepam
5-HT1B_Clonazolam,-48197.756662368774,91869.72833824158,5-HT1B,Clonazolam
5-HT1B_Clonidine,-48153.73139381409,118179.40271186829,5-HT1B,Clonidine
5-HT1B_Cocaine,-48351.2473449707,88758.37384033203,5-HT1B,Cocaine
5-HT1B_Codeine,-48150.28262138367,95183.95457267761,5-HT1B,Codeine
5-HT1B_Creatine,-48091.57197189331,104525.22246170044,5-HT1B,Creatine
5-HT1B_Cyclazodone,-48179.0672454834,108130.93827819824,5-HT1B,Cyclazodone
5-HT1B_DET,-48146.77784729004,113562.27184295654,5-HT1B,DET
5-HT1B_DMT,-48178.335594177246,127608.75322341919,5-HT1B,DMT
5-HT1B_DOB,-48178.70736694336,131321.89057159424,5-HT1B,DOB
5-HT1B_DOC,-48102.9825592041,89893.67442321777,5-HT1B,DOC
5-HT1B_DOI,-48230.80913543701,132782.5458831787,5-HT1B,DOI
5-HT1B_DOM,-48236.12079620361,133348.23585510254,5-HT1B,DOM
5-HT1B_DOx,-48042.40219116211,186060.1791381836,5-HT1B,DOx
5-HT1B_DPT,-48113.939416885376,98162.01600837708,5-HT1B,DPT
5-HT1B_Datura,-47699.41290664673,96413.47771835327,5-HT1B,Datura
5-HT1B_Delta-8-THC,-48250.91217803955,65808.46604919434,5-HT1B,Delta-8-THC
5-HT1B_Deschloroetizolam,-48231.39801979065,115907.0310459137,5-HT1B,Deschloroetizolam
5-HT1B_Deschloroketamine,-47790.35082626343,101486.78522109985,5-HT1B,Deschloroketamine
5-HT1B_Desomorphine,-47530.7377243042,103650.28984832764,5-HT1B,Desomorphine
5-HT1B_Desoxypipradrol,-48060.306047439575,105883.2930393219,5-HT1B,Desoxypipradrol
5-HT1B_Dextroamphetamine,-47719.99892807007,107496.29474258423,5-HT1B,Dextroamphetamine
5-HT1B_Dextromethorphan,-48161.82402420044,96767.3740272522,5-HT1B,Dextromethorphan
5-HT1B_Dextropropoxyphene,-48079.53657913208,90064.42291641235,5-HT1B,Dextropropoxyphene
5-HT1B_DiPT,-48129.94178771973,133560.9108352661,5-HT1B,DiPT
5-HT1B_Diazepam,-48087.51389694214,90494.26477432251,5-HT1B,Diazepam
5-HT1B_Dichloropane,-48111.25429534912,99843.47351837158,5-HT1B,Dichloropane
5-HT1B_Diclazepam,-47990.998764038086,92622.36883544922,5-HT1B,Diclazepam
5-HT1B_Dihydrocodeine,-47654.45746803284,95662.79282569885,5-HT1B,Dihydrocodeine
5-HT1B_Diphenhydramine,-48212.84500312805,114948.70273780823,5-HT1B,Diphenhydramine
5-HT1B_Diphenidine,-48071.12964439392,106370.86540031433,5-HT1B,Diphenidine
5-HT1B_Dopamine,-48285.342792510986,96659.84757614136,5-HT1B,Dopamine
5-HT1B_EPT,-48086.04772377014,99575.78738594055,5-HT1B,EPT
5-HT1B_ETH-CAT,-47751.41268348694,100367.38646125793,5-HT1B,ETH-CAT
5-HT1B_ETH-LAD,-48265.72505569458,127764.69198226929,5-HT1B,ETH-LAD
5-HT1B_Echinopsis_pachanoi,-48163.782485961914,125212.27695465088,5-HT1B,Echinopsis_pachanoi
5-HT1B_Efavirenz,-47906.031744003296,107676.59231376648,5-HT1B,Efavirenz
5-HT1B_Ephedrine,-48113.79762458801,106405.66277503967,5-HT1B,Ephedrine
5-HT1B_Ephenidine,-48218.89800453186,104745.20829200745,5-HT1B,Ephenidine
5-HT1B_Ephylone,-47556.25395202637,96639.53945159912,5-HT1B,Ephylone
5-HT1B_Escaline,-48128.49620819092,109133.37808990479,5-HT1B,Escaline
5-HT1B_Eszopiclone,-48127.8130531311,100161.47687911987,5-HT1B,Eszopiclone
5-HT1B_Ethylmorphine,-48080.21904563904,89494.5205745697,5-HT1B,Ethylmorphine
5-HT1B_Ethylone,-48112.17394256592,99304.58489227295,5-HT1B,Ethylone
5-HT1B_Ethylphenidate,-48175.69200706482,106032.13088798523,5-HT1B,Ethylphenidate
5-HT1B_Etizolam,-48185.423954963684,94212.70328235626,5-HT1B,Etizolam
5-HT1B_Fentanyl,-48186.86519622803,119336.87147521973,5-HT1B,Fentanyl
5-HT1B_Flualprazolam,-48004.330344200134,108463.34855556488,5-HT1B,Flualprazolam
5-HT1B_Flubromazepam,-48108.17988777161,210164.8140964508,5-HT1B,Flubromazepam
5-HT1B_Flubromazolam,-48149.844760894775,96767.6023979187,5-HT1B,Flubromazolam
5-HT1B_Flunitrazepam,-47995.60026168823,130167.77304458618,5-HT1B,Flunitrazepam
5-HT1B_Flunitrazolam,-48050.892614364624,100899.5548915863,5-HT1B,Flunitrazolam
5-HT1B_GABA,-48125.73029708862,94994.28757095337,5-HT1B,GABA
5-HT1B_GBL,-48083.565212249756,104340.63396072388,5-HT1B,GBL
5-HT1B_GHB,-48113.17399597168,104586.0228805542,5-HT1B,GHB
5-HT1B_Gabapentin,-48014.005460739136,129076.01405906677,5-HT1B,Gabapentin
5-HT1B_Gaboxadol,-47977.64754104614,128566.41363143921,5-HT1B,Gaboxadol
5-HT1B_Galantamine,-47649.561542510986,92715.31423568726,5-HT1B,Galantamine
5-HT1B_Glutamate,-48006.4662399292,96195.62581634521,5-HT1B,Glutamate
5-HT1B_HHC,-48172.74485206604,82559.93678474426,5-HT1B,HHC
5-HT1B_HXE,-48151.52033042908,100937.8025341034,5-HT1B,HXE
5-HT1B_Harmala_alkaloid,-48063.81949996948,136766.9224357605,5-HT1B,Harmala_alkaloid
5-HT1B_Heroin,-48084.13912200928,90186.7826385498,5-HT1B,Heroin
5-HT1B_Hexedrone,-47764.51355743408,104413.23515319824,5-HT1B,Hexedrone
5-HT1B_Histamine,-48159.459941864014,116562.45363235474,5-HT1B,Histamine
5-HT1B_Hydrocodone,-47701.88680076599,97340.99596214294,5-HT1B,Hydrocodone
5-HT1B_Hydromorphone,-48151.42039489746,98790.6932144165,5-HT1B,Hydromorphone
5-HT1B_Ibogaine,-48177.40838241577,104760.34383773804,5-HT1B,Ibogaine
5-HT1B_Ibotenic_acid,-48219.18910217285,76274.55408477783,5-HT1B,Ibotenic_acid
5-HT1B_Ipomoea_tricolor,-48276.99825286865,127263.1987991333,5-HT1B,Ipomoea_tricolor
5-HT1B_Isopropylphenidate,-48310.81741523743,92284.07264137268,5-HT1B,Isopropylphenidate
5-HT1B_JWH-018,-48216.37396812439,88502.97378349304,5-HT1B,JWH-018
5-HT1B_JWH-073,-48015.96609687805,99877.27752876282,5-HT1B,JWH-073
5-HT1B_Kava,-48168.08338928223,141861.7096862793,5-HT1B,Kava
5-HT1B_Ketamine,-48045.73749923706,92159.31356430054,5-HT1B,Ketamine
5-HT1B_Kratom,-48040.8408241272,106185.59804153442,5-HT1B,Kratom
5-HT1B_LAE-32,-48134.38983345032,124781.21629524231,5-HT1B,LAE-32
5-HT1B_LSA,-48232.53763961792,114450.2605934143,5-HT1B,LSA
5-HT1B_LSD,-48244.636711120605,116681.0497970581,5-HT1B,LSD
5-HT1B_LSM-775,-48201.404109954834,124941.13809585571,5-HT1B,LSM-775
5-HT1B_LSZ,-48210.33593559265,107309.05207633972,5-HT1B,LSZ
5-HT1B_Lisdexamfetamine,-48281.66377067566,94238.02156639099,5-HT1B,Lisdexamfetamine
5-HT1B_Lophophora_williamsii,-48219.98261642456,119545.58826828003,5-HT1B,Lophophora_williamsii
5-HT1B_Lorazepam,-48128.736852645874,102586.81817436218,5-HT1B,Lorazepam
5-HT1B_Lormetazepam,-48028.550048828125,103402.12029266357,5-HT1B,Lormetazepam
5-HT1B_MCPP,-48050.641540527344,104902.31285095215,5-HT1B,MCPP
5-HT1B_MDA,-48143.86510848999,124029.97620010376,5-HT1B,MDA
5-HT1B_MDAI,-48097.55888366699,131577.0077972412,5-HT1B,MDAI
5-HT1B_MDEA,-48122.49328613281,108559.91264343262,5-HT1B,MDEA
5-HT1B_MDMA,-48140.209312438965,127787.29055786133,5-HT1B,MDMA
5-HT1B_MDPV,-48235.53755187988,94657.74745941162,5-HT1B,MDPV
5-HT1B_MET,-48171.98070335388,110384.38030815125,5-HT1B,MET
5-HT1B_Meclofenoxate,-48075.19640159607,94309.73334312439,5-HT1B,Meclofenoxate
5-HT1B_Melatonin,-48152.90180206299,114314.04801940918,5-HT1B,Melatonin
5-HT1B_Memantine,-48200.251291275024,114159.54845619202,5-HT1B,Memantine
5-HT1B_Mephedrone,-48182.149715423584,124459.43008804321,5-HT1B,Mephedrone
5-HT1B_Methadone,-48025.199645996094,103752.21423339844,5-HT1B,Methadone
5-HT1B_Methallylescaline,-47675.42445373535,104565.64925384521,5-HT1B,Methallylescaline
5-HT1B_Methamphetamine,-48157.7887172699,115165.49603843689,5-HT1B,Methamphetamine
5-HT1B_Methaqualone,-48141.63705635071,111636.86665534973,5-HT1B,Methaqualone
5-HT1B_Methcathinone,-47758.52844429016,101358.97225379944,5-HT1B,Methcathinone
5-HT1B_Methiopropamine,-47706.35641479492,102326.73178863525,5-HT1B,Methiopropamine
5-HT1B_Methoxetamine,-48154.76990699768,98414.32133674622,5-HT1B,Methoxetamine
5-HT1B_Methylnaphthidate,-48137.46064758301,98750.00685119629,5-HT1B,Methylnaphthidate
5-HT1B_Methylone,-48151.29625701904,103766.17222595215,5-HT1B,Methylone
5-HT1B_Methylphenidate,-47975.70897293091,127608.10355758667,5-HT1B,Methylphenidate
5-HT1B_Metizolam,-48281.94338607788,98214.08320236206,5-HT1B,Metizolam
5-HT1B_Mexedrone,-48230.682567596436,104738.90294265747,5-HT1B,Mexedrone
5-HT1B_MiPLA,-48234.78617095947,121427.59596252441,5-HT1B,MiPLA
5-HT1B_MiPT,-48182.213859558105,102689.24540710449,5-HT1B,MiPT
5-HT1B_Midazolam,-48145.06419086456,89598.51012897491,5-HT1B,Midazolam
5-HT1B_Mirtazapine,-48102.48741912842,105759.95670318604,5-HT1B,Mirtazapine
5-HT1B_Modafinil,-47606.96529197693,94148.67590904236,5-HT1B,Modafinil
5-HT1B_Morphine,-48155.59274482727,107430.24968910217,5-HT1B,Morphine
5-HT1B_Myristicin,-47805.15769195557,106169.0064239502,5-HT1B,Myristicin
5-HT1B_N-Acetylcysteine,-48209.13786315918,128378.94100189209,5-HT1B,N-Acetylcysteine
5-HT1B_N-Ethylhexedrone,-47690.07019615173,103115.14088249207,5-HT1B,N-Ethylhexedrone
5-HT1B_NBx,-48215.49430847168,94909.58374023438,5-HT1B,NBx
5-HT1B_NEP,-48097.73701667786,112669.41564369202,5-HT1B,NEP
5-HT1B_NM-2-AI,-48161.704414367676,118573.6263885498,5-HT1B,NM-2-AI
5-HT1B_Nicotiana_(botany),-48247.32817077637,109441.81637573242,5-HT1B,Nicotiana_(botany)
5-HT1B_Nicotine,-48115.98474121094,118194.27742767334,5-HT1B,Nicotine
5-HT1B_Nifoxipam,-48074.5481338501,127065.89562225342,5-HT1B,Nifoxipam
5-HT1B_Nitromethaqualone,-48176.43452644348,113714.6613483429,5-HT1B,Nitromethaqualone
5-HT1B_Nitrous,-48054.35919189453,116689.17435455322,5-HT1B,Nitrous
5-HT1B_Noradrenaline,-48196.96669769287,109728.80015945435,5-HT1B,Noradrenaline
5-HT1B_O-Desmethyltramadol,-48195.048990249634,99600.33829689026,5-HT1B,O-Desmethyltramadol
5-HT1B_O-PCE,-48178.083517074585,102743.25545310974,5-HT1B,O-PCE
5-HT1B_Oxycodone,-48035.35383224487,90399.24505233765,5-HT1B,Oxycodone
5-HT1B_Oxymorphone,-48089.193923950195,86631.15190124512,5-HT1B,Oxymorphone
5-HT1B_PARGY-LAD,-48325.118755340576,113240.01361465454,5-HT1B,PARGY-LAD
5-HT1B_PCE,-48151.95425033569,101540.88465499878,5-HT1B,PCE
5-HT1B_PCP,-47664.47538757324,101402.19560241699,5-HT1B,PCP
5-HT1B_PMA,-48104.656436920166,77247.4764137268,5-HT1B,PMA
5-HT1B_PMMA,-48214.91552352905,124104.3337135315,5-HT1B,PMMA
5-HT1B_PRO-LAD,-48178.865867614746,115787.6231842041,5-HT1B,PRO-LAD
5-HT1B_Peganum_harmala,-48184.72887420654,133659.72537994385,5-HT1B,Peganum_harmala
5-HT1B_Pentedrone,-48179.55463409424,135563.4400024414,5-HT1B,Pentedrone
5-HT1B_Pentobarbital,-47995.82932472229,133101.13123512268,5-HT1B,Pentobarbital
5-HT1B_Pethidine,-48067.13129615784,105028.53204536438,5-HT1B,Pethidine
5-HT1B_Phenethylamine_(compound),-47706.73155593872,121186.29532241821,5-HT1B,Phenethylamine_(compound)
5-HT1B_Phenibut,-48139.99647331238,116944.59086418152,5-HT1B,Phenibut
5-HT1B_Phenobarbital,-48085.03426551819,107778.22274208069,5-HT1B,Phenobarbital
5-HT1B_Poppers,-48207.58667182922,105174.27673530579,5-HT1B,Poppers
5-HT1B_Pregabalin,-48167.799169540405,104892.25744438171,5-HT1B,Pregabalin
5-HT1B_Progesterone,-47955.33241844177,98106.45810508728,5-HT1B,Progesterone
5-HT1B_Prolintane,-48064.7239780426,107227.2588596344,5-HT1B,Prolintane
5-HT1B_Promethazine,-48145.68379402161,120164.32342720032,5-HT1B,Promethazine
5-HT1B_Propylhexedrine,-48271.23112106323,118171.00537490845,5-HT1B,Propylhexedrine
5-HT1B_Proscaline,-48178.76126098633,141523.39616394043,5-HT1B,Proscaline
5-HT1B_Psilocin,-48130.188747406006,122368.14049911499,5-HT1B,Psilocin
5-HT1B_Pyrazolam,-48093.749811172485,91729.00657844543,5-HT1B,Pyrazolam
5-HT1B_SAM-e,-48193.00008392334,95915.201171875,5-HT1B,SAM-e
5-HT1B_STS-135,-48272.6452293396,94682.89511489868,5-HT1B,STS-135
5-HT1B_Salvia_divinorum,-48133.72182846069,51261727.978588104,5-HT1B,Salvia_divinorum
5-HT1B_Salvinorin_A,-48210.98273086548,54010026.16641617,5-HT1B,Salvinorin_A
5-HT1B_Salvinorin_B_methoxymethyl_ether,-48211.33627128601,117831.86734580994,5-HT1B,Salvinorin_B_methoxymethyl_ether
5-HT1B_Secobarbital,-47626.91614532471,89211.03221130371,5-HT1B,Secobarbital
5-HT1B_Serotonin,-48164.41323471069,121164.93886947632,5-HT1B,Serotonin
5-HT1B_Sufentanil,-48287.60668373108,94174.66928291321,5-HT1B,Sufentanil
5-HT1B_THC-O-acetate,-48100.23192214966,96372.17026138306,5-HT1B,THC-O-acetate
5-HT1B_THJ-018,-48184.83653259277,99164.91567230225,5-HT1B,THJ-018
5-HT1B_THJ-2201,-48182.53612136841,119073.31052017212,5-HT1B,THJ-2201
5-HT1B_TMA-2,-48290.287773132324,128643.02844238281,5-HT1B,TMA-2
5-HT1B_TMA-6,-48057.47177505493,118288.84405136108,5-HT1B,TMA-6
5-HT1B_Tabernanthe_iboga_(botany),-48155.32862854004,98214.34301757812,5-HT1B,Tabernanthe_iboga_(botany)
5-HT1B_Tapentadol,-48220.51161956787,110723.32614135742,5-HT1B,Tapentadol
5-HT1B_Temazepam,-47735.08828163147,101491.90530586243,5-HT1B,Temazepam
5-HT1B_Tetrahydrocannabinol,-48210.413290023804,99601.3090801239,5-HT1B,Tetrahydrocannabinol
5-HT1B_Tetrahydrocannabiphorol,-48171.61037445068,91592.22647094727,5-HT1B,Tetrahydrocannabiphorol
5-HT1B_Theacrine,-48032.52649497986,127147.33216667175,5-HT1B,Theacrine
5-HT1B_Theanine,-48094.44320869446,109693.598279953,5-HT1B,Theanine
5-HT1B_Tianeptine,-48243.871868133545,90093.72387313843,5-HT1B,Tianeptine
5-HT1B_Tizanidine,-48205.28552818298,114618.23479270935,5-HT1B,Tizanidine
5-HT1B_Tramadol,-47753.23413467407,107324.83459091187,5-HT1B,Tramadol
5-HT1B_Tryptamine_(compound),-48223.63072967529,112980.79188537598,5-HT1B,Tryptamine_(compound)
5-HT1B_Tyrosine,-47636.88283920288,117527.568775177,5-HT1B,Tyrosine
5-HT1B_U-47700,-48144.85125732422,97178.76041412354,5-HT1B,U-47700
5-HT1B_Zolpidem,-48317.42451477051,107629.5450592041,5-HT1B,Zolpidem
"5-HT1D_1,4-Butanediol",-55535.1248626709,60421.55444717407,5-HT1D,"1,4-Butanediol"
5-HT1D_1B-LSD,-55469.87803649902,76715.24736022949,5-HT1D,1B-LSD
5-HT1D_1P-ETH-LAD,-55514.56278991699,54222.62572669983,5-HT1D,1P-ETH-LAD
5-HT1D_1P-LSD,-55515.89424133301,56244.41309928894,5-HT1D,1P-LSD
5-HT1D_1V-LSD,-55509.56457519531,57912.84055137634,5-HT1D,1V-LSD
5-HT1D_1cP-AL-LAD,-55508.87198638916,61230.34867477417,5-HT1D,1cP-AL-LAD
5-HT1D_1cP-LSD,-55528.359634399414,53700.29010391235,5-HT1D,1cP-LSD
5-HT1D_1cP-MiPLA,-55526.14353942871,55310.74666976929,5-HT1D,1cP-MiPLA
"5-HT1D_2,5-DMA",-55471.07131195068,70247.92128944397,5-HT1D,"2,5-DMA"
5-HT1D_2-Aminoindane,-55484.55889129639,60344.68041229248,5-HT1D,2-Aminoindane
